case_id,alg_01,alg_02,alg_03,alg_04,alg_05
case_2928,0.8333,0.8496,0.9091,0.8727,0.8417
case_2929,0.7715,0.7543,0.7643,0.7374,0.7536
case_2930,0.7191,0.7457,0.7593,0.7417,0.7503
case_2931,0.704,0.702,0.7377,0.6957,0.724
case_2932,0.8066,0.7989,0.8684,0.8045,0.7923
case_2933,0.8144,0.7939,0.8322,0.796,0.8081
case_2934,0.7389,0.7252,0.7777,0.7639,0.7557
case_2935,0.868,0.8382,0.8595,0.8574,0.8421
case_2936,0.8617,0.8394,0.8594,0.8665,0.8503
case_2937,0.9295,0.9038,0.917,0.878,0.8702
case_2938,0.898,0.9244,0.8881,0.8855,0.9111
case_2939,0.8797,0.8939,0.9358,0.9242,0.9252
case_2940,0.7679,0.8188,0.8412,0.8255,0.8222
case_2941,0.7936,0.7566,0.8219,0.7659,0.7661
case_2942,0.8209,0.8151,0.8512,0.8037,0.8482
case_2943,0.7152,0.7303,0.7826,0.7551,0.7113
case_2944,0.9092,0.913,0.9193,0.9365,0.9202
case_2945,0.7487,0.7812,0.7776,0.782,0.7911
case_2946,0.7728,0.8341,0.8432,0.7742,0.7903
case_2947,0.8503,0.8802,0.9102,0.8194,0.8213
case_2948,0.8227,0.7978,0.8805,0.8239,0.8419
case_2949,0.8038,0.7884,0.8481,0.7992,0.7891
case_2950,0.7421,0.7793,0.7819,0.7647,0.7731
case_2951,0.7765,0.7677,0.7746,0.7683,0.789
case_2952,0.8997,0.9003,0.9379,0.9505,0.8988
case_2953,0.7236,0.7602,0.8055,0.7586,0.7489
case_2954,0.7962,0.7985,0.8419,0.804,0.7806
case_2955,0.7966,0.7841,0.8018,0.792,0.7957
case_2956,0.7064,0.6968,0.7013,0.6897,0.7208
case_2957,0.8094,0.8007,0.852,0.7871,0.7923
case_2958,0.8082,0.7918,0.8103,0.7879,0.794
case_2959,0.8316,0.8809,0.883,0.8632,0.8683
case_2960,0.8322,0.8196,0.8127,0.8211,0.826
case_2961,0.8092,0.823,0.8764,0.8047,0.8311
case_2962,0.8345,0.8739,0.8852,0.8569,0.8726
case_2963,0.8148,0.8232,0.8072,0.7917,0.8248
case_2964,0.8515,0.8443,0.8688,0.8604,0.85
case_2965,0.7469,0.7102,0.7594,0.7309,0.7585
case_2966,0.8306,0.8535,0.8556,0.8126,0.84
case_2967,0.6716,0.6474,0.7257,0.6961,0.7243
case_2968,0.8667,0.8331,0.8689,0.835,0.8509
case_2969,0.7696,0.7718,0.7781,0.7658,0.747
case_2970,0.7931,0.8309,0.8185,0.7912,0.8207
case_2971,0.7985,0.7871,0.7994,0.7758,0.7883
case_2972,0.7801,0.8041,0.7928,0.8071,0.7737
case_2973,0.7227,0.7423,0.7568,0.7227,0.7625
case_2974,0.7512,0.7584,0.7782,0.7465,0.776
case_2975,0.8369,0.8462,0.894,0.8417,0.8692
case_2976,0.7616,0.7323,0.7769,0.7513,0.7189
case_2977,0.8411,0.8498,0.878,0.8408,0.8904
case_2978,0.9062,0.925,0.9464,0.911,0.9231
case_2979,0.7527,0.7715,0.8158,0.8073,0.7892
case_2980,0.809,0.8524,0.8246,0.8115,0.8263
case_2981,0.7816,0.776,0.8309,0.7635,0.7932
case_2982,0.839,0.8454,0.8784,0.8427,0.8607
case_2983,0.8387,0.8751,0.8756,0.879,0.8739
case_2984,0.7276,0.7106,0.7847,0.7143,0.7261
case_2985,0.7504,0.7232,0.7431,0.7587,0.7498
case_2986,0.7459,0.7462,0.765,0.747,0.7781
case_2987,0.8271,0.8434,0.8559,0.8311,0.8214
case_2988,0.8216,0.8387,0.8407,0.8401,0.8227
case_2989,0.7786,0.81,0.8274,0.828,0.812
case_2990,0.7906,0.7939,0.8082,0.7592,0.8197
case_2991,0.7653,0.7928,0.7649,0.7613,0.771
case_2992,0.7973,0.8105,0.8138,0.8172,0.844
case_2993,0.9772,0.9628,1.0,0.9543,0.9982
case_2994,0.6333,0.6472,0.681,0.6407,0.6838
case_2995,0.7694,0.7419,0.7746,0.7412,0.7226
case_2996,0.8381,0.8243,0.8675,0.8436,0.8227
case_2997,0.751,0.7453,0.7847,0.7831,0.7855
case_2998,0.7635,0.7769,0.8319,0.8214,0.7789
case_2999,0.765,0.7511,0.798,0.7746,0.7674
case_3000,0.6962,0.7236,0.7229,0.7266,0.6819
case_3001,0.7713,0.7928,0.7886,0.7758,0.7792
case_3002,0.7799,0.7901,0.8053,0.8122,0.828
case_3003,0.8457,0.8681,0.8841,0.8727,0.877
case_3004,0.7738,0.783,0.7986,0.7752,0.7842
case_3005,0.7714,0.7867,0.8016,0.7914,0.7838
case_3006,0.7675,0.7665,0.8005,0.767,0.7828
case_3007,0.8583,0.8537,0.8667,0.88,0.8814
case_3008,0.8037,0.7802,0.8429,0.8238,0.8314
case_3009,0.7863,0.8419,0.8016,0.8084,0.8438
case_3010,0.8292,0.8566,0.882,0.7983,0.8414
case_3011,0.7569,0.7613,0.8117,0.7645,0.7354
case_3012,0.7735,0.7543,0.7976,0.7626,0.7674
case_3013,0.7825,0.7869,0.7886,0.7235,0.7602
case_3014,0.8691,0.908,0.9181,0.8647,0.8551
case_3015,0.6774,0.7038,0.7094,0.7,0.6988
case_3016,0.7547,0.7813,0.7609,0.7786,0.753
case_3017,0.8443,0.8509,0.8787,0.8543,0.8472
case_3018,0.8233,0.8218,0.8196,0.8152,0.8288
case_3019,0.8949,0.864,0.8946,0.8783,0.8997
case_3020,0.7535,0.7299,0.7861,0.7756,0.7532
case_3021,0.6844,0.6955,0.7111,0.7009,0.7145
case_3022,0.7476,0.7638,0.7806,0.7708,0.7619
case_3023,0.861,0.8752,0.8594,0.8813,0.8496
case_3024,0.7552,0.7822,0.8053,0.7976,0.7694
case_3025,0.8177,0.809,0.869,0.8284,0.8338
case_3026,0.7636,0.7819,0.8121,0.7874,0.7938
case_3027,0.8273,0.8294,0.8493,0.8274,0.8093
case_3028,0.8647,0.8837,0.9409,0.8675,0.8926
case_3029,0.8746,0.853,0.866,0.8704,0.8657
case_3030,0.8,0.7783,0.7994,0.7919,0.7843
case_3031,0.738,0.7306,0.7516,0.7315,0.746
case_3032,0.7643,0.7557,0.7881,0.7616,0.7516
case_3033,0.7986,0.7803,0.8119,0.7731,0.8056
case_3034,0.7575,0.7329,0.7317,0.7492,0.7607
case_3035,0.8331,0.8353,0.8749,0.8571,0.8513
case_3036,0.8451,0.8731,0.8888,0.8445,0.846
case_3037,0.7092,0.7153,0.7297,0.6996,0.7627
case_3038,0.7092,0.7089,0.769,0.7236,0.7476
case_3039,0.7894,0.8102,0.8317,0.8397,0.8155
case_3040,0.719,0.7194,0.7561,0.7417,0.7169
case_3041,0.8456,0.8296,0.8773,0.8154,0.8152
case_3042,0.9128,0.8966,0.9451,0.9074,0.8978
case_3043,0.8367,0.8185,0.8484,0.8205,0.8258
case_3044,0.7945,0.7847,0.8178,0.8033,0.7963
case_3045,0.7852,0.8134,0.8234,0.8084,0.8006
case_3046,0.8434,0.8528,0.8644,0.8553,0.8558
case_3047,0.7587,0.7793,0.765,0.7408,0.7736
case_3048,0.7359,0.7693,0.7505,0.7594,0.7295
case_3049,0.8034,0.8098,0.8323,0.8219,0.8345
case_3050,0.7997,0.7875,0.8336,0.8017,0.7994
case_3051,0.7924,0.8305,0.7926,0.8006,0.8071
case_3052,0.8239,0.797,0.8241,0.8169,0.8127
case_3053,0.7836,0.7634,0.8129,0.7732,0.7877
case_3054,0.7284,0.7111,0.7089,0.7423,0.7371
case_3055,0.8313,0.8011,0.8154,0.8473,0.8363
case_3056,0.8372,0.8649,0.8679,0.8484,0.8492
case_3057,0.8355,0.8581,0.8562,0.8648,0.8524
case_3058,0.6807,0.6864,0.7183,0.6893,0.7164
case_3059,0.8649,0.8645,0.8873,0.8585,0.8415
case_3060,0.8127,0.7923,0.8624,0.8339,0.8272
case_3061,0.814,0.859,0.8279,0.7945,0.8444
case_3062,0.6855,0.6913,0.6961,0.6989,0.6902
case_3063,0.7948,0.7918,0.8031,0.7879,0.7728
case_3064,0.8228,0.8093,0.8552,0.8358,0.8396
case_3065,0.861,0.8195,0.8951,0.8612,0.8754
case_3066,0.8495,0.9121,0.9026,0.9037,0.8955
case_3067,0.7522,0.7384,0.7732,0.7531,0.742
case_3068,0.8112,0.8583,0.8872,0.8373,0.8089
case_3069,0.7225,0.7083,0.7547,0.7319,0.7295
case_3070,0.754,0.7815,0.8095,0.8114,0.7763
case_3071,0.7082,0.7496,0.7754,0.7736,0.7712
case_3072,0.6642,0.6855,0.7125,0.6943,0.7034
case_3073,0.8105,0.8051,0.8069,0.8084,0.7625
case_3074,0.9026,0.8787,0.8934,0.8416,0.8707
case_3075,0.777,0.8033,0.8444,0.7569,0.787
case_3076,0.7733,0.7484,0.8041,0.7779,0.7739
case_3077,0.8994,0.9185,0.9482,0.937,0.8853
case_3078,0.7875,0.8226,0.8194,0.8375,0.8127
case_3079,0.8152,0.8109,0.8093,0.7918,0.8086
case_3080,0.8184,0.8198,0.8074,0.7803,0.7667
case_3081,0.8709,0.8979,0.9238,0.9189,0.8872
case_3082,0.7941,0.7899,0.8078,0.7695,0.8013
case_3083,0.8708,0.8207,0.8747,0.8689,0.8573
case_3084,0.8814,0.8412,0.8629,0.8529,0.87
case_3085,0.7055,0.7112,0.7012,0.7259,0.6976
case_3086,0.7557,0.749,0.7479,0.716,0.7396
case_3087,0.8676,0.8545,0.8435,0.8091,0.865
case_3088,0.7572,0.7847,0.765,0.7553,0.7577
case_3089,0.8419,0.8189,0.8408,0.8161,0.8303
case_3090,0.8113,0.8482,0.788,0.8186,0.8082
case_3091,0.8505,0.785,0.8252,0.8289,0.8512
case_3092,0.7746,0.766,0.7784,0.7812,0.773
case_3093,0.7977,0.8088,0.8333,0.8002,0.806
case_3094,0.7158,0.741,0.7525,0.7443,0.746
case_3095,0.6301,0.6333,0.6564,0.6487,0.6488
case_3096,0.8268,0.8406,0.876,0.8202,0.8627
case_3097,0.7197,0.6928,0.7485,0.7432,0.7102
case_3098,0.8186,0.7781,0.8675,0.8239,0.8629
case_3099,0.8342,0.803,0.827,0.7989,0.8337
case_3100,0.8033,0.7995,0.8401,0.8012,0.8101
case_3101,0.8331,0.8569,0.8746,0.8392,0.8589
case_3102,0.8662,0.8741,0.8844,0.9178,0.8627
case_3103,0.7723,0.7694,0.73,0.7878,0.743
case_3104,0.7415,0.699,0.7297,0.7379,0.7383
case_3105,0.8511,0.8593,0.8487,0.8964,0.8521
case_3106,0.8551,0.8794,0.8765,0.8611,0.87
case_3107,0.7116,0.7239,0.7172,0.7225,0.7711
case_3108,0.8325,0.8358,0.8634,0.8448,0.8403
case_3109,0.8903,0.8758,0.8703,0.8434,0.8657
case_3110,0.7647,0.7562,0.7925,0.7648,0.7967
case_3111,0.7846,0.8201,0.8328,0.8078,0.8325
case_3112,0.7781,0.7771,0.7946,0.7591,0.7772
case_3113,0.8125,0.8005,0.8427,0.7996,0.8217
case_3114,0.7761,0.7862,0.8081,0.774,0.7794
case_3115,0.8076,0.8588,0.8664,0.8199,0.8317
case_3116,0.7514,0.7833,0.7796,0.784,0.7688
case_3117,0.7832,0.8353,0.8418,0.781,0.7759
case_3118,0.8886,0.8678,0.9073,0.886,0.8972
case_3119,0.7113,0.7151,0.7441,0.7143,0.7143
case_3120,0.7849,0.8043,0.7935,0.7929,0.7759
case_3121,0.8539,0.8332,0.8497,0.8171,0.8288
case_3122,0.7951,0.814,0.8463,0.7903,0.8359
case_3123,0.8101,0.7967,0.8355,0.7956,0.783
case_3124,0.7458,0.7275,0.7501,0.7241,0.7491
case_3125,0.8082,0.7982,0.8182,0.7971,0.7935
case_3126,0.7638,0.7418,0.7836,0.7572,0.7729
case_3127,0.6741,0.6823,0.6995,0.674,0.6639
case_3128,0.8357,0.8157,0.8807,0.8067,0.8086
case_3129,0.6898,0.729,0.745,0.7506,0.6994
case_3130,0.8394,0.8263,0.8188,0.8422,0.8509
case_3131,0.8028,0.8027,0.7822,0.7428,0.765
case_3132,0.8513,0.8655,0.8843,0.8802,0.8299
case_3133,0.8155,0.8059,0.7944,0.8207,0.7881
case_3134,0.8097,0.7825,0.8201,0.8395,0.8183
case_3135,0.8388,0.8691,0.8914,0.833,0.8631
case_3136,0.8899,0.8353,0.8851,0.879,0.8804
case_3137,0.8067,0.8,0.8099,0.8125,0.8092
case_3138,0.7554,0.7642,0.7747,0.7775,0.755
case_3139,0.8578,0.87,0.9178,0.8967,0.8352
case_3140,0.7938,0.8035,0.8383,0.8151,0.8241
case_3141,0.8073,0.814,0.8135,0.7777,0.8433
case_3142,0.741,0.728,0.7808,0.745,0.738
case_3143,0.7467,0.7165,0.7645,0.696,0.7287
case_3144,0.8338,0.8692,0.869,0.8566,0.8132
case_3145,0.7891,0.7854,0.8265,0.7818,0.8373
case_3146,0.788,0.8061,0.8041,0.7779,0.7868
case_3147,0.9348,0.8833,0.9557,0.9075,0.9065
case_3148,0.7651,0.8116,0.8259,0.7701,0.7787
case_3149,0.859,0.8581,0.8901,0.8545,0.8505
case_3150,0.8913,0.8615,0.8871,0.8561,0.8455
case_3151,0.7698,0.8075,0.8043,0.7672,0.7627
case_3152,0.8225,0.8026,0.8406,0.8173,0.8404
case_3153,0.6795,0.6919,0.7224,0.7073,0.7163
case_3154,0.7747,0.7588,0.7916,0.7994,0.7461
case_3155,0.7717,0.7846,0.81,0.7475,0.7982
case_3156,0.8335,0.8365,0.848,0.8389,0.8112
case_3157,0.903,0.864,0.9557,0.8882,0.9037
case_3158,0.7857,0.7688,0.7774,0.7756,0.7844
case_3159,0.764,0.7603,0.7701,0.7678,0.7456
case_3160,0.6974,0.7084,0.737,0.6798,0.7046
case_3161,0.8834,0.8984,0.9028,0.9053,0.8811
case_3162,0.751,0.7514,0.762,0.7295,0.7269
case_3163,0.6742,0.7174,0.7018,0.7279,0.6954
case_3164,0.807,0.7688,0.8135,0.7915,0.7884
case_3165,0.7434,0.7567,0.7773,0.7597,0.7615
case_3166,0.7867,0.7859,0.7947,0.7512,0.7571
case_3167,0.8172,0.8163,0.8506,0.8425,0.8328
case_3168,0.8962,0.8795,0.8956,0.8965,0.9061
case_3169,0.7231,0.7193,0.7559,0.7139,0.7349
case_3170,0.8861,0.8761,0.8982,0.858,0.8837
case_3171,0.8489,0.8539,0.8823,0.8628,0.8205
case_3172,0.8542,0.8237,0.886,0.8736,0.853
case_3173,0.8317,0.838,0.8376,0.8176,0.7905
case_3174,0.7934,0.8017,0.8253,0.8319,0.8475
case_3175,0.8045,0.8067,0.812,0.7871,0.7832
case_3176,0.8057,0.8605,0.8596,0.834,0.8444
case_3177,0.7008,0.7362,0.7333,0.716,0.73
case_3178,0.8532,0.8361,0.8392,0.8275,0.8374
case_3179,0.7625,0.788,0.7663,0.7784,0.7698
case_3180,0.7982,0.8027,0.8598,0.7824,0.7872
case_3181,0.8726,0.8959,0.8867,0.9141,0.9094
case_3182,0.713,0.7116,0.7483,0.7324,0.7017
case_3183,0.9075,0.8877,0.877,0.8645,0.8815
case_3184,0.6863,0.7131,0.749,0.7004,0.7168
case_3185,0.7541,0.7373,0.7494,0.7415,0.7632
case_3186,0.7351,0.7726,0.8108,0.7545,0.7774
case_3187,0.7228,0.7567,0.7653,0.7393,0.7663
case_3188,0.723,0.7545,0.7786,0.7506,0.7463
case_3189,0.7974,0.8453,0.8693,0.817,0.8431
case_3190,0.7565,0.776,0.7945,0.7494,0.7743
case_3191,0.8351,0.7975,0.8656,0.7695,0.7967
case_3192,0.7077,0.6894,0.7332,0.6646,0.6729
case_3193,0.7398,0.7826,0.8308,0.794,0.8106
case_3194,0.761,0.8088,0.7854,0.7644,0.7954
case_3195,0.8163,0.8339,0.8301,0.8222,0.8024
case_3196,0.8037,0.8063,0.866,0.8187,0.8438
case_3197,0.6698,0.6857,0.6763,0.671,0.6556
case_3198,0.7876,0.7944,0.8475,0.8114,0.774
case_3199,0.8739,0.8846,0.859,0.8528,0.8612
case_3200,0.7571,0.7686,0.7587,0.7294,0.7111
case_3201,0.8432,0.8237,0.8814,0.8885,0.8619
case_3202,0.805,0.755,0.8055,0.7753,0.7963
case_3203,0.8044,0.7918,0.833,0.8005,0.8239
case_3204,0.7572,0.7573,0.7613,0.7491,0.7533
case_3205,0.7388,0.7474,0.7746,0.775,0.7771
case_3206,0.8289,0.8407,0.8824,0.847,0.849
case_3207,0.7834,0.8033,0.8293,0.7963,0.815
case_3208,0.6585,0.6721,0.6806,0.6697,0.6519
case_3209,0.8066,0.8528,0.8626,0.8452,0.8614
case_3210,0.6915,0.6912,0.7087,0.6735,0.6852
case_3211,0.8403,0.8369,0.8361,0.8191,0.82
case_3212,0.8266,0.8353,0.8432,0.8059,0.8197
case_3213,0.797,0.7562,0.822,0.8055,0.7594
case_3214,0.7986,0.8089,0.8327,0.7687,0.7915
case_3215,0.6439,0.6598,0.6672,0.6358,0.648
case_3216,0.8274,0.8227,0.8418,0.7917,0.787
case_3217,0.8434,0.8583,0.8652,0.8555,0.8552
case_3218,0.893,0.8902,0.8844,0.8813,0.9068
case_3219,0.7794,0.835,0.8508,0.831,0.8091
case_3220,0.8258,0.8478,0.8565,0.8273,0.8533
case_3221,0.8061,0.8118,0.8435,0.8815,0.8015
case_3222,0.8952,0.9014,0.9406,0.9581,0.9373
case_3223,0.8533,0.8701,0.8721,0.8155,0.8474
case_3224,0.7995,0.7857,0.7935,0.7888,0.816
case_3225,0.8576,0.8427,0.8855,0.8563,0.8495
case_3226,0.8569,0.81,0.8768,0.8372,0.8492
case_3227,0.8198,0.8428,0.8617,0.854,0.8382
case_3228,0.7763,0.7726,0.7957,0.784,0.6958
case_3229,0.8857,0.9091,0.9105,0.8856,0.9024
case_3230,0.7876,0.8032,0.7656,0.8015,0.7896
case_3231,0.7485,0.7603,0.7883,0.7386,0.7368
case_3232,0.8397,0.8164,0.8249,0.852,0.8185
case_3233,0.7921,0.7944,0.8426,0.7779,0.7868
case_3234,0.7273,0.7122,0.7197,0.7319,0.7164
case_3235,0.8074,0.8203,0.8427,0.8322,0.8113
case_3236,0.7409,0.7722,0.7843,0.7355,0.7394
case_3237,0.7963,0.7969,0.8411,0.796,0.8376
case_3238,0.8136,0.8185,0.8618,0.8036,0.855
case_3239,0.8442,0.8475,0.8644,0.8173,0.846
case_3240,0.808,0.7929,0.8317,0.8349,0.788
case_3241,0.7699,0.7555,0.7889,0.8062,0.7674
case_3242,0.8417,0.8607,0.8339,0.8354,0.8086
case_3243,0.8565,0.8292,0.8674,0.8381,0.8308
case_3244,0.7013,0.6766,0.7537,0.7003,0.718
case_3245,0.7993,0.7955,0.811,0.7788,0.8258
case_3246,0.759,0.7564,0.801,0.7618,0.7929
case_3247,0.8247,0.8297,0.8438,0.8249,0.8542
case_3248,0.7469,0.7747,0.802,0.7906,0.7662
case_3249,0.8482,0.8196,0.8403,0.8111,0.8379
case_3250,0.7699,0.773,0.807,0.8135,0.8083
case_3251,0.7708,0.7749,0.7985,0.7522,0.8012
case_3252,0.8067,0.8194,0.8307,0.8544,0.8218
case_3253,0.7963,0.7937,0.7921,0.8232,0.7792
case_3254,0.7966,0.7875,0.7981,0.7916,0.7495
case_3255,0.7793,0.7976,0.8593,0.8219,0.7908
case_3256,0.8821,0.8742,0.8889,0.8526,0.9018
case_3257,0.8049,0.7538,0.8054,0.7715,0.7773
case_3258,0.8475,0.7977,0.8637,0.8437,0.8655
case_3259,0.7321,0.7091,0.8005,0.7172,0.7439
case_3260,0.8297,0.8587,0.8748,0.804,0.8295
case_3261,0.7574,0.7935,0.8321,0.7839,0.8018
case_3262,0.8429,0.892,0.8681,0.8534,0.8441
case_3263,0.7736,0.7773,0.7774,0.7759,0.7952
case_3264,0.7357,0.7573,0.7723,0.7523,0.7913
case_3265,0.8333,0.8413,0.8813,0.865,0.8663
case_3266,0.8465,0.9047,0.8897,0.8905,0.878
case_3267,0.7126,0.7629,0.7458,0.7437,0.7419
case_3268,0.7389,0.7705,0.7555,0.7066,0.731
case_3269,0.8106,0.8121,0.8242,0.8059,0.8155
case_3270,0.7145,0.7385,0.7489,0.6996,0.72
case_3271,0.7013,0.6885,0.7165,0.7179,0.69
case_3272,0.839,0.8439,0.8745,0.8469,0.8664
case_3273,0.8006,0.7973,0.8522,0.8188,0.8223
case_3274,0.8165,0.8054,0.8238,0.7901,0.7983
case_3275,0.7807,0.7606,0.7915,0.7849,0.7507
case_3276,0.7222,0.747,0.7503,0.73,0.7152
case_3277,0.7496,0.7905,0.8205,0.8046,0.7579
case_3278,0.8442,0.8328,0.8311,0.8511,0.8077
case_3279,0.7348,0.6974,0.7319,0.749,0.7139
case_3280,0.6705,0.7037,0.7094,0.6816,0.6749
case_3281,0.7807,0.7441,0.7975,0.7498,0.7388
case_3282,0.795,0.7953,0.8049,0.8064,0.7895
case_3283,0.7398,0.7411,0.76,0.7203,0.7358
case_3284,0.8231,0.7649,0.817,0.7767,0.7824
case_3285,0.8574,0.8651,0.8897,0.8727,0.8488
case_3286,0.8021,0.8229,0.8273,0.8124,0.7948
case_3287,0.7446,0.737,0.7701,0.739,0.7584
case_3288,0.866,0.8555,0.8741,0.8884,0.8628
case_3289,0.8243,0.8715,0.8497,0.8441,0.8253
case_3290,0.863,0.8791,0.8832,0.8733,0.8825
case_3291,0.8142,0.8169,0.8517,0.7874,0.8609
case_3292,0.734,0.7462,0.7503,0.7402,0.7308
case_3293,0.7096,0.8065,0.7752,0.7356,0.7573
case_3294,0.7883,0.8179,0.8501,0.8303,0.8331
case_3295,0.9165,0.8927,0.9568,0.9286,0.9173
case_3296,0.7454,0.7598,0.7873,0.7576,0.767
case_3297,0.7716,0.7611,0.8125,0.7712,0.7559
case_3298,0.8752,0.8682,0.8625,0.8475,0.8498
case_3299,0.7725,0.7533,0.779,0.7833,0.7486
case_3300,0.6927,0.7734,0.7428,0.7146,0.7346
case_3301,0.8182,0.7873,0.8154,0.793,0.8058
case_3302,0.7027,0.7226,0.6935,0.722,0.7195
case_3303,0.851,0.8407,0.8633,0.8402,0.8372
case_3304,0.8373,0.8431,0.8601,0.827,0.8488
case_3305,0.7737,0.7602,0.8028,0.7726,0.7783
case_3306,0.8118,0.7705,0.8306,0.7818,0.7482
case_3307,0.7556,0.706,0.7756,0.7982,0.7584
case_3308,0.7245,0.7477,0.7526,0.7358,0.6935
case_3309,0.7567,0.7999,0.7838,0.7873,0.7779
case_3310,0.8096,0.817,0.8484,0.8005,0.8345
case_3311,0.802,0.7648,0.8247,0.7944,0.8076
case_3312,0.8973,0.9241,0.9172,0.9196,0.8972
case_3313,0.7211,0.7115,0.715,0.6843,0.6926
case_3314,0.8237,0.824,0.8285,0.8156,0.8201
case_3315,0.8576,0.8855,0.8934,0.8355,0.8798
case_3316,0.8401,0.8445,0.8778,0.874,0.8838
case_3317,0.8333,0.8082,0.8214,0.8209,0.816
case_3318,0.7661,0.8075,0.7675,0.8125,0.8043
case_3319,0.8852,0.8949,0.9371,0.8846,0.9245
case_3320,0.7855,0.7846,0.7957,0.7715,0.7696
case_3321,0.8427,0.8445,0.845,0.8617,0.8734
case_3322,0.8361,0.8325,0.8605,0.8376,0.8361
case_3323,0.8976,0.932,0.9215,0.8907,0.9238
case_3324,0.8767,0.853,0.8977,0.8462,0.8756
case_3325,0.7201,0.7329,0.7678,0.7318,0.7283
case_3326,0.8062,0.8108,0.8221,0.8104,0.796
case_3327,0.8567,0.8284,0.868,0.8767,0.8405
case_3328,0.7718,0.7644,0.8207,0.7953,0.7774
case_3329,0.7648,0.7808,0.7723,0.7661,0.8
case_3330,0.8663,0.8717,0.8605,0.8618,0.8778
case_3331,0.8197,0.8045,0.8728,0.8574,0.8102
case_3332,0.7434,0.7506,0.7635,0.7819,0.764
case_3333,0.748,0.7209,0.7478,0.7514,0.7354
case_3334,0.803,0.8349,0.8197,0.81,0.8627
case_3335,0.7892,0.8017,0.8069,0.8009,0.7754
case_3336,0.8656,0.8447,0.8741,0.8435,0.8406
case_3337,0.7627,0.7945,0.7981,0.8015,0.747
case_3338,0.7379,0.6914,0.7298,0.744,0.7372
case_3339,0.7611,0.778,0.7885,0.7292,0.7662
case_3340,0.7451,0.7467,0.7688,0.7536,0.753
case_3341,0.8322,0.8162,0.8396,0.8217,0.804
case_3342,0.7682,0.7985,0.8271,0.7909,0.8279
case_3343,0.8069,0.8383,0.8307,0.8025,0.8141
case_3344,0.8027,0.7816,0.8191,0.8014,0.7806
case_3345,0.7613,0.7728,0.7604,0.7472,0.7599
case_3346,0.6854,0.6834,0.7195,0.6971,0.6997
case_3347,0.7518,0.7545,0.7467,0.734,0.7551
case_3348,0.8775,0.8754,0.8758,0.8929,0.8366
case_3349,0.6719,0.728,0.7395,0.7194,0.7385
case_3350,0.783,0.788,0.804,0.7799,0.8005
case_3351,0.8824,0.8568,0.8951,0.8429,0.9045
case_3352,0.7312,0.746,0.7818,0.7525,0.7446
case_3353,0.7841,0.7913,0.8235,0.8168,0.812
case_3354,0.7481,0.7616,0.7821,0.7941,0.7818
case_3355,0.747,0.7407,0.7442,0.7637,0.7453
case_3356,0.8742,0.8645,0.8978,0.8513,0.8745
case_3357,0.715,0.7295,0.8043,0.766,0.7365
case_3358,0.7586,0.8043,0.8118,0.7479,0.7832
case_3359,0.7882,0.7811,0.8294,0.7962,0.7916
case_3360,0.8106,0.8046,0.7821,0.7879,0.791
case_3361,0.7795,0.7818,0.7963,0.8018,0.7942
case_3362,0.8598,0.9003,0.9511,0.8927,0.8453
case_3363,0.7874,0.8056,0.7606,0.7901,0.7971
case_3364,0.8238,0.7585,0.795,0.8182,0.8103
case_3365,0.7457,0.7811,0.7917,0.7611,0.7446
case_3366,0.7982,0.7713,0.7961,0.8408,0.8174
case_3367,0.7474,0.7662,0.8019,0.7875,0.7969
case_3368,0.8279,0.7946,0.7784,0.7851,0.7875
case_3369,0.8085,0.8255,0.8578,0.8491,0.8352
case_3370,0.7576,0.7553,0.7923,0.7409,0.7709
case_3371,0.8916,0.8872,0.9036,0.902,0.8987
case_3372,0.876,0.886,0.9023,0.8792,0.9165
case_3373,0.7358,0.7655,0.7388,0.7617,0.7089
case_3374,0.8053,0.7951,0.7813,0.7867,0.8072
case_3375,0.829,0.8125,0.8293,0.8314,0.8133
case_3376,0.7267,0.7204,0.7592,0.7532,0.7548
case_3377,0.8573,0.8711,0.9043,0.8532,0.8648
case_3378,0.8366,0.8157,0.8527,0.8517,0.8657
case_3379,0.8665,0.8202,0.8409,0.8514,0.8506
case_3380,0.8775,0.8733,0.9395,0.884,0.894
case_3381,0.8067,0.802,0.8311,0.8047,0.7897
case_3382,0.7935,0.7959,0.8058,0.7875,0.7946
case_3383,0.77,0.7985,0.8193,0.8068,0.7923
case_3384,0.7467,0.7689,0.8224,0.801,0.7917
case_3385,0.8176,0.8132,0.8377,0.8445,0.8538
case_3386,0.9478,0.8991,0.9563,0.8937,0.9335
case_3387,0.8018,0.7905,0.8027,0.808,0.7496
case_3388,0.7242,0.719,0.7139,0.7156,0.7346
case_3389,0.7212,0.6876,0.7491,0.7422,0.7231
case_3390,0.7958,0.8031,0.8454,0.7835,0.8301
case_3391,0.8156,0.7748,0.8262,0.8338,0.8443
case_3392,0.8516,0.8882,0.8895,0.8572,0.8698
case_3393,0.7937,0.7388,0.7767,0.7797,0.7644
case_3394,0.7036,0.7275,0.7499,0.7088,0.7181
case_3395,0.8581,0.8445,0.8567,0.8296,0.836
case_3396,0.7883,0.7819,0.8409,0.7926,0.7969
case_3397,0.8149,0.8177,0.8337,0.8326,0.8308
case_3398,0.7793,0.7717,0.7918,0.7463,0.7702
case_3399,0.8411,0.8442,0.8719,0.8655,0.8391
case_3400,0.7332,0.7674,0.7732,0.7743,0.7543
case_3401,0.7568,0.7554,0.7965,0.7149,0.7488
